edge_id,pair_id,source,target,domain,weight,source_name,target_name,source_institution,target_institution,source_country,target_country
anthony-r--robinson-e#tb,anthony-r--robinson-e,anthony-r,robinson-e,tb,1,"Anthony, Richard","Robinson, Esther",,,Netherlands,United Kingdom
anthony-r--seagar-a#tb,anthony-r--seagar-a,anthony-r,seagar-a,tb,1,"Anthony, Richard","Seagar, Amie-Louise",,,Netherlands,United Kingdom
anthony-r--sintchenko-v#tb,anthony-r--sintchenko-v,anthony-r,sintchenko-v,tb,1,"Anthony, Richard","Sintchenko, Vitali",,,Netherlands,Australia
anthony-r--tay-j#tb,anthony-r--tay-j,anthony-r,tay-j,tb,1,"Anthony, Richard","Tay, Jun Yang",,National Centre for Infectious Diseases,Netherlands,Singapore
anthony-r--trieu-l#tb,anthony-r--trieu-l,anthony-r,trieu-l,tb,1,"Anthony, Richard","Trieu, Lisa",,,Netherlands,United States
backx-m--denholm-j#tb,backx-m--denholm-j,backx-m,denholm-j,tb,1,"Backx, Matthijs","Denholm, Justin T",,University of Melbourne,United Kingdom,Australia
backx-m--devries-g#tb,backx-m--devries-g,backx-m,devries-g,tb,1,"Backx, Matthijs","de Vries, Gerard",,,United Kingdom,Netherlands
backx-m--donnan-e#tb,backx-m--donnan-e,backx-m,donnan-e,tb,1,"Backx, Matthijs","Donnan, Ellen J",,,United Kingdom,Australia
backx-m--laurenson-i#tb,backx-m--laurenson-i,backx-m,laurenson-i,tb,1,"Backx, Matthijs","Laurenson, Ian F",,,United Kingdom,United Kingdom
backx-m--lee-r#tb,backx-m--lee-r,backx-m,lee-r,tb,1,"Backx, Matthijs","Lee, Regina Ching Hua",,,United Kingdom,Canada
backx-m--marais-b#tb,backx-m--marais-b,backx-m,marais-b,tb,1,"Backx, Matthijs","Marais, Ben J",,,United Kingdom,Australia
backx-m--meissner-j#tb,backx-m--meissner-j,backx-m,meissner-j,tb,1,"Backx, Matthijs","Meissner, Jeanne Sullivan",,,United Kingdom,United States
backx-m--modestil-h#tb,backx-m--modestil-h,backx-m,modestil-h,tb,1,"Backx, Matthijs","Modestil, Herns",,,United Kingdom,United States
backx-m--ng-d#tb,backx-m--ng-d,backx-m,ng-d,tb,1,"Backx, Matthijs","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,United Kingdom,Singapore
backx-m--robinson-e#tb,backx-m--robinson-e,backx-m,robinson-e,tb,1,"Backx, Matthijs","Robinson, Esther",,,United Kingdom,United Kingdom
backx-m--seagar-a#tb,backx-m--seagar-a,backx-m,seagar-a,tb,1,"Backx, Matthijs","Seagar, Amie-Louise",,,United Kingdom,United Kingdom
backx-m--sintchenko-v#tb,backx-m--sintchenko-v,backx-m,sintchenko-v,tb,1,"Backx, Matthijs","Sintchenko, Vitali",,,United Kingdom,Australia
backx-m--tay-j#tb,backx-m--tay-j,backx-m,tay-j,tb,1,"Backx, Matthijs","Tay, Jun Yang",,National Centre for Infectious Diseases,United Kingdom,Singapore
backx-m--trieu-l#tb,backx-m--trieu-l,backx-m,trieu-l,tb,1,"Backx, Matthijs","Trieu, Lisa",,,United Kingdom,United States
denholm-j--devries-g#tb,denholm-j--devries-g,denholm-j,devries-g,tb,1,"Denholm, Justin T","de Vries, Gerard",University of Melbourne,,Australia,Netherlands
denholm-j--donnan-e#tb,denholm-j--donnan-e,denholm-j,donnan-e,tb,1,"Denholm, Justin T","Donnan, Ellen J",University of Melbourne,,Australia,Australia
denholm-j--laurenson-i#tb,denholm-j--laurenson-i,denholm-j,laurenson-i,tb,1,"Denholm, Justin T","Laurenson, Ian F",University of Melbourne,,Australia,United Kingdom
denholm-j--lee-r#tb,denholm-j--lee-r,denholm-j,lee-r,tb,1,"Denholm, Justin T","Lee, Regina Ching Hua",University of Melbourne,,Australia,Canada
denholm-j--marais-b#tb,denholm-j--marais-b,denholm-j,marais-b,tb,1,"Denholm, Justin T","Marais, Ben J",University of Melbourne,,Australia,Australia
denholm-j--meissner-j#tb,denholm-j--meissner-j,denholm-j,meissner-j,tb,1,"Denholm, Justin T","Meissner, Jeanne Sullivan",University of Melbourne,,Australia,United States
denholm-j--modestil-h#tb,denholm-j--modestil-h,denholm-j,modestil-h,tb,1,"Denholm, Justin T","Modestil, Herns",University of Melbourne,,Australia,United States
denholm-j--ng-d#tb,denholm-j--ng-d,denholm-j,ng-d,tb,1,"Denholm, Justin T","Ng, Deborah Hee Ling",University of Melbourne,National Centre for Infectious Diseases,Australia,Singapore
denholm-j--robinson-e#tb,denholm-j--robinson-e,denholm-j,robinson-e,tb,1,"Denholm, Justin T","Robinson, Esther",University of Melbourne,,Australia,United Kingdom
denholm-j--seagar-a#tb,denholm-j--seagar-a,denholm-j,seagar-a,tb,1,"Denholm, Justin T","Seagar, Amie-Louise",University of Melbourne,,Australia,United Kingdom
denholm-j--sintchenko-v#tb,denholm-j--sintchenko-v,denholm-j,sintchenko-v,tb,1,"Denholm, Justin T","Sintchenko, Vitali",University of Melbourne,,Australia,Australia
denholm-j--tay-j#tb,denholm-j--tay-j,denholm-j,tay-j,tb,1,"Denholm, Justin T","Tay, Jun Yang",University of Melbourne,National Centre for Infectious Diseases,Australia,Singapore
denholm-j--trieu-l#tb,denholm-j--trieu-l,denholm-j,trieu-l,tb,1,"Denholm, Justin T","Trieu, Lisa",University of Melbourne,,Australia,United States
devries-g--donnan-e#tb,devries-g--donnan-e,devries-g,donnan-e,tb,1,"de Vries, Gerard","Donnan, Ellen J",,,Netherlands,Australia
devries-g--laurenson-i#tb,devries-g--laurenson-i,devries-g,laurenson-i,tb,1,"de Vries, Gerard","Laurenson, Ian F",,,Netherlands,United Kingdom
devries-g--lee-r#tb,devries-g--lee-r,devries-g,lee-r,tb,1,"de Vries, Gerard","Lee, Regina Ching Hua",,,Netherlands,Canada
devries-g--marais-b#tb,devries-g--marais-b,devries-g,marais-b,tb,1,"de Vries, Gerard","Marais, Ben J",,,Netherlands,Australia
devries-g--meissner-j#tb,devries-g--meissner-j,devries-g,meissner-j,tb,1,"de Vries, Gerard","Meissner, Jeanne Sullivan",,,Netherlands,United States
devries-g--modestil-h#tb,devries-g--modestil-h,devries-g,modestil-h,tb,1,"de Vries, Gerard","Modestil, Herns",,,Netherlands,United States
devries-g--ng-d#tb,devries-g--ng-d,devries-g,ng-d,tb,1,"de Vries, Gerard","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,Netherlands,Singapore
devries-g--robinson-e#tb,devries-g--robinson-e,devries-g,robinson-e,tb,1,"de Vries, Gerard","Robinson, Esther",,,Netherlands,United Kingdom
devries-g--seagar-a#tb,devries-g--seagar-a,devries-g,seagar-a,tb,1,"de Vries, Gerard","Seagar, Amie-Louise",,,Netherlands,United Kingdom
devries-g--sintchenko-v#tb,devries-g--sintchenko-v,devries-g,sintchenko-v,tb,1,"de Vries, Gerard","Sintchenko, Vitali",,,Netherlands,Australia
devries-g--tay-j#tb,devries-g--tay-j,devries-g,tay-j,tb,1,"de Vries, Gerard","Tay, Jun Yang",,National Centre for Infectious Diseases,Netherlands,Singapore
devries-g--trieu-l#tb,devries-g--trieu-l,devries-g,trieu-l,tb,1,"de Vries, Gerard","Trieu, Lisa",,,Netherlands,United States
donnan-e--laurenson-i#tb,donnan-e--laurenson-i,donnan-e,laurenson-i,tb,1,"Donnan, Ellen J","Laurenson, Ian F",,,Australia,United Kingdom
donnan-e--lee-r#tb,donnan-e--lee-r,donnan-e,lee-r,tb,1,"Donnan, Ellen J","Lee, Regina Ching Hua",,,Australia,Canada
donnan-e--marais-b#tb,donnan-e--marais-b,donnan-e,marais-b,tb,1,"Donnan, Ellen J","Marais, Ben J",,,Australia,Australia
donnan-e--meissner-j#tb,donnan-e--meissner-j,donnan-e,meissner-j,tb,1,"Donnan, Ellen J","Meissner, Jeanne Sullivan",,,Australia,United States
donnan-e--modestil-h#tb,donnan-e--modestil-h,donnan-e,modestil-h,tb,1,"Donnan, Ellen J","Modestil, Herns",,,Australia,United States
donnan-e--ng-d#tb,donnan-e--ng-d,donnan-e,ng-d,tb,1,"Donnan, Ellen J","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,Australia,Singapore
donnan-e--robinson-e#tb,donnan-e--robinson-e,donnan-e,robinson-e,tb,1,"Donnan, Ellen J","Robinson, Esther",,,Australia,United Kingdom
donnan-e--seagar-a#tb,donnan-e--seagar-a,donnan-e,seagar-a,tb,1,"Donnan, Ellen J","Seagar, Amie-Louise",,,Australia,United Kingdom
donnan-e--sintchenko-v#tb,donnan-e--sintchenko-v,donnan-e,sintchenko-v,tb,1,"Donnan, Ellen J","Sintchenko, Vitali",,,Australia,Australia
donnan-e--tay-j#tb,donnan-e--tay-j,donnan-e,tay-j,tb,1,"Donnan, Ellen J","Tay, Jun Yang",,National Centre for Infectious Diseases,Australia,Singapore
donnan-e--trieu-l#tb,donnan-e--trieu-l,donnan-e,trieu-l,tb,1,"Donnan, Ellen J","Trieu, Lisa",,,Australia,United States
laurenson-i--lee-r#tb,laurenson-i--lee-r,laurenson-i,lee-r,tb,1,"Laurenson, Ian F","Lee, Regina Ching Hua",,,United Kingdom,Canada
laurenson-i--marais-b#tb,laurenson-i--marais-b,laurenson-i,marais-b,tb,1,"Laurenson, Ian F","Marais, Ben J",,,United Kingdom,Australia
laurenson-i--meissner-j#tb,laurenson-i--meissner-j,laurenson-i,meissner-j,tb,1,"Laurenson, Ian F","Meissner, Jeanne Sullivan",,,United Kingdom,United States
laurenson-i--modestil-h#tb,laurenson-i--modestil-h,laurenson-i,modestil-h,tb,1,"Laurenson, Ian F","Modestil, Herns",,,United Kingdom,United States
laurenson-i--ng-d#tb,laurenson-i--ng-d,laurenson-i,ng-d,tb,1,"Laurenson, Ian F","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,United Kingdom,Singapore
laurenson-i--robinson-e#tb,laurenson-i--robinson-e,laurenson-i,robinson-e,tb,1,"Laurenson, Ian F","Robinson, Esther",,,United Kingdom,United Kingdom
laurenson-i--seagar-a#tb,laurenson-i--seagar-a,laurenson-i,seagar-a,tb,1,"Laurenson, Ian F","Seagar, Amie-Louise",,,United Kingdom,United Kingdom
laurenson-i--sintchenko-v#tb,laurenson-i--sintchenko-v,laurenson-i,sintchenko-v,tb,1,"Laurenson, Ian F","Sintchenko, Vitali",,,United Kingdom,Australia
laurenson-i--tay-j#tb,laurenson-i--tay-j,laurenson-i,tay-j,tb,1,"Laurenson, Ian F","Tay, Jun Yang",,National Centre for Infectious Diseases,United Kingdom,Singapore
laurenson-i--trieu-l#tb,laurenson-i--trieu-l,laurenson-i,trieu-l,tb,1,"Laurenson, Ian F","Trieu, Lisa",,,United Kingdom,United States
lee-r--marais-b#tb,lee-r--marais-b,lee-r,marais-b,tb,1,"Lee, Regina Ching Hua","Marais, Ben J",,,Canada,Australia
lee-r--meissner-j#tb,lee-r--meissner-j,lee-r,meissner-j,tb,1,"Lee, Regina Ching Hua","Meissner, Jeanne Sullivan",,,Canada,United States
lee-r--modestil-h#tb,lee-r--modestil-h,lee-r,modestil-h,tb,1,"Lee, Regina Ching Hua","Modestil, Herns",,,Canada,United States
lee-r--ng-d#tb,lee-r--ng-d,lee-r,ng-d,tb,1,"Lee, Regina Ching Hua","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,Canada,Singapore
lee-r--robinson-e#tb,lee-r--robinson-e,lee-r,robinson-e,tb,1,"Lee, Regina Ching Hua","Robinson, Esther",,,Canada,United Kingdom
lee-r--seagar-a#tb,lee-r--seagar-a,lee-r,seagar-a,tb,1,"Lee, Regina Ching Hua","Seagar, Amie-Louise",,,Canada,United Kingdom
lee-r--sintchenko-v#tb,lee-r--sintchenko-v,lee-r,sintchenko-v,tb,1,"Lee, Regina Ching Hua","Sintchenko, Vitali",,,Canada,Australia
lee-r--tay-j#tb,lee-r--tay-j,lee-r,tay-j,tb,1,"Lee, Regina Ching Hua","Tay, Jun Yang",,National Centre for Infectious Diseases,Canada,Singapore
lee-r--trieu-l#tb,lee-r--trieu-l,lee-r,trieu-l,tb,1,"Lee, Regina Ching Hua","Trieu, Lisa",,,Canada,United States
marais-b--meissner-j#tb,marais-b--meissner-j,marais-b,meissner-j,tb,1,"Marais, Ben J","Meissner, Jeanne Sullivan",,,Australia,United States
marais-b--modestil-h#tb,marais-b--modestil-h,marais-b,modestil-h,tb,1,"Marais, Ben J","Modestil, Herns",,,Australia,United States
marais-b--ng-d#tb,marais-b--ng-d,marais-b,ng-d,tb,1,"Marais, Ben J","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,Australia,Singapore
marais-b--robinson-e#tb,marais-b--robinson-e,marais-b,robinson-e,tb,1,"Marais, Ben J","Robinson, Esther",,,Australia,United Kingdom
marais-b--seagar-a#tb,marais-b--seagar-a,marais-b,seagar-a,tb,1,"Marais, Ben J","Seagar, Amie-Louise",,,Australia,United Kingdom
marais-b--sintchenko-v#tb,marais-b--sintchenko-v,marais-b,sintchenko-v,tb,1,"Marais, Ben J","Sintchenko, Vitali",,,Australia,Australia
marais-b--tay-j#tb,marais-b--tay-j,marais-b,tay-j,tb,1,"Marais, Ben J","Tay, Jun Yang",,National Centre for Infectious Diseases,Australia,Singapore
marais-b--trieu-l#tb,marais-b--trieu-l,marais-b,trieu-l,tb,1,"Marais, Ben J","Trieu, Lisa",,,Australia,United States
meissner-j--modestil-h#tb,meissner-j--modestil-h,meissner-j,modestil-h,tb,1,"Meissner, Jeanne Sullivan","Modestil, Herns",,,United States,United States
meissner-j--ng-d#tb,meissner-j--ng-d,meissner-j,ng-d,tb,1,"Meissner, Jeanne Sullivan","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,United States,Singapore
meissner-j--robinson-e#tb,meissner-j--robinson-e,meissner-j,robinson-e,tb,1,"Meissner, Jeanne Sullivan","Robinson, Esther",,,United States,United Kingdom
meissner-j--seagar-a#tb,meissner-j--seagar-a,meissner-j,seagar-a,tb,1,"Meissner, Jeanne Sullivan","Seagar, Amie-Louise",,,United States,United Kingdom
meissner-j--sintchenko-v#tb,meissner-j--sintchenko-v,meissner-j,sintchenko-v,tb,1,"Meissner, Jeanne Sullivan","Sintchenko, Vitali",,,United States,Australia
meissner-j--tay-j#tb,meissner-j--tay-j,meissner-j,tay-j,tb,1,"Meissner, Jeanne Sullivan","Tay, Jun Yang",,National Centre for Infectious Diseases,United States,Singapore
meissner-j--trieu-l#tb,meissner-j--trieu-l,meissner-j,trieu-l,tb,1,"Meissner, Jeanne Sullivan","Trieu, Lisa",,,United States,United States
modestil-h--ng-d#tb,modestil-h--ng-d,modestil-h,ng-d,tb,1,"Modestil, Herns","Ng, Deborah Hee Ling",,National Centre for Infectious Diseases,United States,Singapore
modestil-h--robinson-e#tb,modestil-h--robinson-e,modestil-h,robinson-e,tb,1,"Modestil, Herns","Robinson, Esther",,,United States,United Kingdom
modestil-h--seagar-a#tb,modestil-h--seagar-a,modestil-h,seagar-a,tb,1,"Modestil, Herns","Seagar, Amie-Louise",,,United States,United Kingdom
modestil-h--sintchenko-v#tb,modestil-h--sintchenko-v,modestil-h,sintchenko-v,tb,1,"Modestil, Herns","Sintchenko, Vitali",,,United States,Australia
modestil-h--tay-j#tb,modestil-h--tay-j,modestil-h,tay-j,tb,1,"Modestil, Herns","Tay, Jun Yang",,National Centre for Infectious Diseases,United States,Singapore
modestil-h--trieu-l#tb,modestil-h--trieu-l,modestil-h,trieu-l,tb,1,"Modestil, Herns","Trieu, Lisa",,,United States,United States
ng-d--robinson-e#tb,ng-d--robinson-e,ng-d,robinson-e,tb,1,"Ng, Deborah Hee Ling","Robinson, Esther",National Centre for Infectious Diseases,,Singapore,United Kingdom
ng-d--seagar-a#tb,ng-d--seagar-a,ng-d,seagar-a,tb,1,"Ng, Deborah Hee Ling","Seagar, Amie-Louise",National Centre for Infectious Diseases,,Singapore,United Kingdom
ng-d--sintchenko-v#tb,ng-d--sintchenko-v,ng-d,sintchenko-v,tb,1,"Ng, Deborah Hee Ling","Sintchenko, Vitali",National Centre for Infectious Diseases,,Singapore,Australia
ng-d--trieu-l#tb,ng-d--trieu-l,ng-d,trieu-l,tb,1,"Ng, Deborah Hee Ling","Trieu, Lisa",National Centre for Infectious Diseases,,Singapore,United States
robinson-e--seagar-a#tb,robinson-e--seagar-a,robinson-e,seagar-a,tb,1,"Robinson, Esther","Seagar, Amie-Louise",,,United Kingdom,United Kingdom
robinson-e--sintchenko-v#tb,robinson-e--sintchenko-v,robinson-e,sintchenko-v,tb,1,"Robinson, Esther","Sintchenko, Vitali",,,United Kingdom,Australia
robinson-e--tay-j#tb,robinson-e--tay-j,robinson-e,tay-j,tb,1,"Robinson, Esther","Tay, Jun Yang",,National Centre for Infectious Diseases,United Kingdom,Singapore
robinson-e--trieu-l#tb,robinson-e--trieu-l,robinson-e,trieu-l,tb,1,"Robinson, Esther","Trieu, Lisa",,,United Kingdom,United States
seagar-a--sintchenko-v#tb,seagar-a--sintchenko-v,seagar-a,sintchenko-v,tb,1,"Seagar, Amie-Louise","Sintchenko, Vitali",,,United Kingdom,Australia
seagar-a--tay-j#tb,seagar-a--tay-j,seagar-a,tay-j,tb,1,"Seagar, Amie-Louise","Tay, Jun Yang",,National Centre for Infectious Diseases,United Kingdom,Singapore
seagar-a--trieu-l#tb,seagar-a--trieu-l,seagar-a,trieu-l,tb,1,"Seagar, Amie-Louise","Trieu, Lisa",,,United Kingdom,United States
sintchenko-v--tay-j#tb,sintchenko-v--tay-j,sintchenko-v,tay-j,tb,1,"Sintchenko, Vitali","Tay, Jun Yang",,National Centre for Infectious Diseases,Australia,Singapore
sintchenko-v--trieu-l#tb,sintchenko-v--trieu-l,sintchenko-v,trieu-l,tb,1,"Sintchenko, Vitali","Trieu, Lisa",,,Australia,United States
tay-j--trieu-l#tb,tay-j--trieu-l,tay-j,trieu-l,tb,1,"Tay, Jun Yang","Trieu, Lisa",National Centre for Infectious Diseases,,Singapore,United States
cui-c--eze-a#amr_hai,cui-c--eze-a,cui-c,eze-a,amr_hai,1,"Cui, Christina L","Eze, Anthony N",,,,
cui-c--kim-y#amr_hai,cui-c--kim-y,cui-c,kim-y,amr_hai,1,"Cui, Christina L","Kim, Yae-Jean",,,,
cui-c--yu-j#amr_hai,cui-c--yu-j,cui-c,yu-j,amr_hai,1,"Cui, Christina L","Yu, Junette",,Duke-NUS Medical School,,Singapore
eze-a--kim-y#amr_hai,eze-a--kim-y,eze-a,kim-y,amr_hai,1,"Eze, Anthony N","Kim, Yae-Jean",,,,
eze-a--yu-j#amr_hai,eze-a--yu-j,eze-a,yu-j,amr_hai,1,"Eze, Anthony N","Yu, Junette",,Duke-NUS Medical School,,Singapore
kim-y--yu-j#amr_hai,kim-y--yu-j,kim-y,yu-j,amr_hai,1,"Kim, Yae-Jean","Yu, Junette",,Duke-NUS Medical School,,Singapore
chiew-c--chong-c#rti,chiew-c--chong-c,chiew-c,chong-c,rti,1,"Chiew, Calvin","Chong, Chee-Seng",Communicable Diseases Agency,KK Women's and Children's Hospital,Singapore,Singapore
chiew-c--choolani-m#rti,chiew-c--choolani-m,chiew-c,choolani-m,rti,1,"Chiew, Calvin","Choolani, Mahesh",Communicable Diseases Agency,National University Health System,Singapore,Singapore
chiew-c--goh-n#rti,chiew-c--goh-n,chiew-c,goh-n,rti,1,"Chiew, Calvin","Goh, Nicole Shu-En",Communicable Diseases Agency,National Centre for Infectious Diseases,Singapore,Singapore
chiew-c--ho-r#rti,chiew-c--ho-r,chiew-c,ho-r,rti,1,"Chiew, Calvin","Ho, Roger C M",Communicable Diseases Agency,National Centre for Infectious Diseases,Singapore,Singapore
chiew-c--lee-v#rti,chiew-c--lee-v,chiew-c,lee-v,rti,1,"Chiew, Calvin","Lee, Vernon",Communicable Diseases Agency,Communicable Diseases Agency,Singapore,Singapore
chiew-c--li-j#rti,chiew-c--li-j,chiew-c,li-j,rti,1,"Chiew, Calvin","Li, Jie",Communicable Diseases Agency,KK Women's and Children's Hospital,Singapore,Singapore
chiew-c--li-r#rti,chiew-c--li-r,chiew-c,li-r,rti,1,"Chiew, Calvin","Li, Rongyan",Communicable Diseases Agency,National Centre for Infectious Diseases,Singapore,Singapore
chiew-c--lim-s#rti,chiew-c--lim-s,chiew-c,lim-s,rti,1,"Chiew, Calvin","Lim, Siriwan",Communicable Diseases Agency,Communicable Diseases Agency,Singapore,Singapore
chiew-c--ngiam-j#rti,chiew-c--ngiam-j,chiew-c,ngiam-j,rti,1,"Chiew, Calvin","Ngiam, Jinghao Nicholas",Communicable Diseases Agency,Communicable Diseases Agency,Singapore,Singapore
chiew-c--yung-c#rti,chiew-c--yung-c,chiew-c,yung-c,rti,1,"Chiew, Calvin","Yung, Chee Fu",Communicable Diseases Agency,KK Women's and Children's Hospital,Singapore,Singapore
chong-c--choolani-m#rti,chong-c--choolani-m,chong-c,choolani-m,rti,1,"Chong, Chee-Seng","Choolani, Mahesh",KK Women's and Children's Hospital,National University Health System,Singapore,Singapore
chong-c--goh-n#rti,chong-c--goh-n,chong-c,goh-n,rti,1,"Chong, Chee-Seng","Goh, Nicole Shu-En",KK Women's and Children's Hospital,National Centre for Infectious Diseases,Singapore,Singapore
chong-c--ho-r#rti,chong-c--ho-r,chong-c,ho-r,rti,1,"Chong, Chee-Seng","Ho, Roger C M",KK Women's and Children's Hospital,National Centre for Infectious Diseases,Singapore,Singapore
chong-c--lee-v#rti,chong-c--lee-v,chong-c,lee-v,rti,1,"Chong, Chee-Seng","Lee, Vernon",KK Women's and Children's Hospital,Communicable Diseases Agency,Singapore,Singapore
chong-c--li-j#rti,chong-c--li-j,chong-c,li-j,rti,1,"Chong, Chee-Seng","Li, Jie",KK Women's and Children's Hospital,KK Women's and Children's Hospital,Singapore,Singapore
